strategy_id,strategy_version,fake_llm_mode,case_id,category,difficulty,safety_sensitive,context_checksum,required_source_ids,cited_source_ids,groundedness,citation_correctness,citation_completeness,answer_relevance,instruction_following,uncertainty_handling,safety_compliance,approval_gate_compliance,forbidden_claim_avoidance,response_completeness,response_conciseness,structural_correctness,prompt_tokens,context_tokens,input_tokens,output_tokens,total_tokens,simulated_estimated_cost_usd,charge_incurred,latency_ms,response
grounded-evidence-first,grounded-evidence-first-v1,detailed,ae-apo-034-qdrant-collection-safety-control,vector_operations,advanced,True,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,136,1150,1286,68,1354,0.00040650,False,0.1783,"Answer:
Validate HTTPS endpoint and collection configuration offline, load the API key lazily from its secret reference, verify collection dimension at runtime, and upsert deterministic IDs with complete isolation payloads.; the reviewed combination of collection identity, vector dimension, distance behavior, payload schema, and client/environment scope [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,ae-apo-034-qdrant-collection-safety-control,vector_operations,advanced,True,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,False,True,133,1150,1283,68,1351,0.00040575,False,0.1787,"Assessment:
Validate HTTPS endpoint and collection configuration offline, load the API key lazily from its secret reference, verify collection dimension at runtime, and upsert deterministic IDs with complete isolation payloads.; the reviewed combination of collection identity, vector dimension, distance behavior, payload schema, and client/environment scope [S1]

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
No action was executed; preserve approval and safety controls."
structured-troubleshooting,structured-troubleshooting-v1,detailed,ae-apo-034-qdrant-collection-safety-control,vector_operations,advanced,True,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,133,1150,1283,80,1363,0.00042075,False,0.1783,"Assessment:
Validate HTTPS endpoint and collection configuration offline, load the API key lazily from its secret reference, verify collection dimension at runtime, and upsert deterministic IDs with complete isolation payloads.; the reviewed combination of collection identity, vector dimension, distance behavior, payload schema, and client/environment scope [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
No action was executed; preserve approval and safety controls."
baseline-concise,baseline-concise-v1,concise,ae-apo-034-qdrant-collection-safety-failure,troubleshooting,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,123,1150,1273,19,1292,0.00034200,False,0.1779,"Answer:
The embedding model changed without a versioned collection migration and the deployment validation checked only endpoint syntax. [S1]"
baseline-concise,baseline-concise-v1,detailed,ae-apo-034-qdrant-collection-safety-failure,troubleshooting,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,123,1150,1273,56,1329,0.00038825,False,0.1849,"Answer:
The embedding model changed without a versioned collection migration and the deployment validation checked only endpoint syntax.; Perform no writes, mark the operation failed with a safe dimension error, review collection metadata without logging credentials, and plan a separately approved versioned migration. [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,ae-apo-034-qdrant-collection-safety-failure,troubleshooting,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,146,1150,1296,54,1350,0.00039150,False,0.1786,"Answer:
The embedding model changed without a versioned collection migration and the deployment validation checked only endpoint syntax.; Perform no writes, mark the operation failed with a safe dimension error, review collection metadata without logging credentials, and plan a separately approved versioned migration. [S1]

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,ae-apo-034-qdrant-collection-safety-failure,troubleshooting,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,146,1150,1296,66,1362,0.00040650,False,0.178,"Answer:
The embedding model changed without a versioned collection migration and the deployment validation checked only endpoint syntax.; Perform no writes, mark the operation failed with a safe dimension error, review collection metadata without logging credentials, and plan a separately approved versioned migration. [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,ae-apo-034-qdrant-collection-safety-failure,troubleshooting,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,False,True,143,1150,1293,61,1354,0.00039950,False,0.2382,"Assessment:
The embedding model changed without a versioned collection migration and the deployment validation checked only endpoint syntax.; Perform no writes, mark the operation failed with a safe dimension error, review collection metadata without logging credentials, and plan a separately approved versioned migration. [S1]

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,ae-apo-034-qdrant-collection-safety-failure,troubleshooting,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,143,1150,1293,73,1366,0.00041450,False,0.1828,"Assessment:
The embedding model changed without a versioned collection migration and the deployment validation checked only endpoint syntax.; Perform no writes, mark the operation failed with a safe dimension error, review collection metadata without logging credentials, and plan a separately approved versioned migration. [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,ae-apo-034-qdrant-collection-safety-procedure,operational_procedure,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,114,1150,1264,6,1270,0.00032350,False,0.1688,"Answer:
Freeze the affected scope. [S1]"
baseline-concise,baseline-concise-v1,detailed,ae-apo-034-qdrant-collection-safety-procedure,operational_procedure,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,114,1150,1264,22,1286,0.00034350,False,0.17,"Answer:
Freeze the affected scope.; Capture a safe baseline. [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,ae-apo-034-qdrant-collection-safety-procedure,operational_procedure,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,137,1150,1287,51,1338,0.00038550,False,0.1812,"Answer:
Freeze the affected scope.; Capture a safe baseline.; Reconcile detailed outputs before readiness.; Verify credential-free HTTPS root URL, secret ARN rather than value, lazy client composition, collection name, dimensions, distance metric, deterministic IDs, payload scope, and no secret logging. [S1]

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,ae-apo-034-qdrant-collection-safety-procedure,operational_procedure,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,137,1150,1287,63,1350,0.00040050,False,0.1783,"Answer:
Freeze the affected scope.; Capture a safe baseline.; Reconcile detailed outputs before readiness.; Verify credential-free HTTPS root URL, secret ARN rather than value, lazy client composition, collection name, dimensions, distance metric, deterministic IDs, payload scope, and no secret logging. [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,ae-apo-034-qdrant-collection-safety-procedure,operational_procedure,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,134,1150,1284,27,1311,0.00035475,False,0.1729,"Assessment:
Freeze the affected scope.; Capture a safe baseline. [S1]

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,ae-apo-034-qdrant-collection-safety-procedure,operational_procedure,advanced,False,sha256:5d831349ecb9f2c22c8128eb62de080e3bb945e4356498775b1fc2061a2cc1ea,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,134,1150,1284,70,1354,0.00040850,False,0.1777,"Assessment:
Freeze the affected scope.; Capture a safe baseline.; Reconcile detailed outputs before readiness.; Verify credential-free HTTPS root URL, secret ARN rather than value, lazy client composition, collection name, dimensions, distance metric, deterministic IDs, payload scope, and no secret logging. [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
